,Commodity,Time,Country,Customs Value (Gen) ($US),Customs  Value (Cons) ($US),Dutiable Value ($US),Calculated Duty ($US),Customs Value (Cons) ($US),code,year,month
68974,6403916050 Ftwr:so R/p:up Pigsk:cv Ank: Tenis Shoe Youth/boys (prs),September 2018,China,1464,,0,0,0,6403916050,2018,September
69678,"6404117930 Ftwr U Vegfib S R/p Spt ($3-$6.50/pr) Men, Nesoi (prs)",January 2018,China,49552,,0,0,0,6404117930,2018,January
71387,"6502009030 Hat Shapes Of Man-made Fibers, Plait/assmbld Strip (doz)",September 2018,China,1800,,0,0,0,6502009030,2018,September
77305,7114111000 Knives With Sterling Silver Handles In Pr Mt Pltd (no),June 2018,China,7284,,0,0,0,7114111000,2018,June
77306,7114111000 Knives With Sterling Silver Handles In Pr Mt Pltd (no),October 2018,China,2258,,0,0,0,7114111000,2018,October
77773,"7202495090 Ferrochromium Contain &lt;=0.5% Carbon, Nesoi (kg)",December 2018,China,16196,,0,0,0,7202495090,2018,December
77788,7202800000 Ferrotungsten And Ferrosilicon Tungsten (kg),May 2018,China,606807,,0,0,0,7202800000,2018,May
77794,7202920000 Ferrovanadium (kg),June 2018,China,225755,,0,0,0,7202920000,2018,June
77868,7204290000 Alloy Steel Waste And Scrap Not Stainless (t),November 2018,China,2576,,0,0,0,7204290000,2018,November
77869,7204290000 Alloy Steel Waste And Scrap Not Stainless (t),December 2018,China,15074,,0,0,0,7204290000,2018,December
77999,"7208900000 Flt Rld Ios Na Cls/nt Gt/= 600mm,hot Rld,nesoi (kg)",October 2018,China,20000,,0,0,0,7208900000,2018,October
78127,7212301090 Flt Rld Ir/stl;pld W/zinc;gt 51mm;cl;gt 0.25MM Thk (kg),August 2018,China,56400,,0,0,0,7212301090,2018,August
78153,"7212600000 Flt-rld Ios Na, Lt 600mm, Clad, Nesoi (kg)",May 2018,China,123542,,0,0,0,7212600000,2018,May
78166,"7213916000 Bar&rod Iron/stl,lt 14mm Diamt,hot-rl,lt 0.6% Crbn (kg)",June 2018,China,7640,,0,0,0,7213916000,2018,June
79766,7229901000 Flat Wire Of Other Alloy Steel (kg),May 2018,China,51515,,0,0,0,7229901000,2018,May
79767,7229901000 Flat Wire Of Other Alloy Steel (kg),June 2018,China,20203,,0,0,0,7229901000,2018,June
79768,7229901000 Flat Wire Of Other Alloy Steel (kg),July 2018,China,31640,,0,0,0,7229901000,2018,July
79769,7229901000 Flat Wire Of Other Alloy Steel (kg),August 2018,China,10576,,0,0,0,7229901000,2018,August
79770,7229901000 Flat Wire Of Other Alloy Steel (kg),September 2018,China,21933,,0,0,0,7229901000,2018,September
79771,7229901000 Flat Wire Of Other Alloy Steel (kg),October 2018,China,27434,,0,0,0,7229901000,2018,October
79772,7229901000 Flat Wire Of Other Alloy Steel (kg),November 2018,China,22857,,0,0,0,7229901000,2018,November
79912,"7302105040 Railway Rails For Rerolling, Alloy Steel, Used (kg)",August 2018,China,35586,,0,0,0,7302105040,2018,August
84921,7406200000 Copper Powders Of Lamellar Structure; Flakes (kg),April 2018,China,7308,,0,0,0,7406200000,2018,April
85903,"7502100000 Nickel, Unwrought, Not Alloyed (kg)",November 2018,China,838977,,0,0,0,7502100000,2018,November
85943,7505121000 Cold-formed Bars And Rods Of Nickel Alloys (kg),April 2018,China,231087,,0,0,0,7505121000,2018,April
86522,7606926080 Alm Al P S S Oth Nesoi Cld Ov 0.2MM-UN 6.3MM Thck (kg),August 2018,China,788682,,0,0,0,7606926080,2018,August
86523,7606926080 Alm Al P S S Oth Nesoi Cld Ov 0.2MM-UN 6.3MM Thck (kg),September 2018,China,317016,,0,0,0,7606926080,2018,September
86571,7607191000 Al Fo Of A Th N Ex 0.2M N Ba Etched Capaci Foil (kg),July 2018,China,501374,,0,0,0,7607191000,2018,July
87650,8103300000 Tantalum Waste And Scrap (kg),October 2018,China,72930,,0,0,0,8103300000,2018,October
87669,"8104190000 Magnesium, Other, Nesoi, Unwrought (kg)",February 2018,China,91183,,0,0,0,8104190000,2018,February
87674,"8104190000 Magnesium, Other, Nesoi, Unwrought (kg)",August 2018,China,227988,,0,0,0,8104190000,2018,August
87982,"8112920600 Base Metals, Waste And Scrap; Nesoi (kg)",December 2018,China,73464,,0,0,0,8112920600,2018,December
88327,"8202406030 Chain Saw Blds Bm Othr, Cont Lngths (m)",July 2018,China,41731,,0,0,0,8202406030,2018,July
88331,"8202406030 Chain Saw Blds Bm Othr, Cont Lngths (m)",November 2018,China,10818,,0,0,0,8202406030,2018,November
91739,"8408901080 Comp-ig Int Comb Pst Eng,in Agr,hor Mac Gt 37.3kw (no)",January 2018,China,466501,,0,0,0,8408901080,2018,January
92247,8412294000 Hydrojet Engines For Marine Propulsion (no),September 2018,China,72094,,0,0,0,8412294000,2018,September
93671,"8415820120 Ar-cndtnrs, Yr-rnd Units (heat/cool) Gt 17.58kw/hr (no)",February 2018,China,18007,,0,0,0,8415820120,2018,February
100512,"8463300040 Machines For Working Wire, Metal Forming, Used (no)",June 2018,China,96000,,0,0,0,8463300040,2018,June
100669,"8465910002 Rip Saws,used Or Rebuilt,woodworking Sawing Mach (no)",February 2018,China,19150,,0,0,0,8465910002,2018,February
100672,"8465910002 Rip Saws,used Or Rebuilt,woodworking Sawing Mach (no)",June 2018,China,38186,,0,0,0,8465910002,2018,June
100673,"8465910002 Rip Saws,used Or Rebuilt,woodworking Sawing Mach (no)",July 2018,China,10910,,0,0,0,8465910002,2018,July
100676,"8465910002 Rip Saws,used Or Rebuilt,woodworking Sawing Mach (no)",October 2018,China,24548,,0,0,0,8465910002,2018,October
102335,"8471601010 Comb Input/output Units W/crt, Nesoi (no)",October 2018,China,73518,,0,0,0,8471601010,2018,October
103312,8477906500 Hydraulic Assembly Parts; Nesoi (no),April 2018,China,16773,,0,0,0,8477906500,2018,April
107768,"8507208010 Lead Acid Storage Batteries, In Subhead 9903.45.25 (no)",May 2018,China,86083,,0,0,0,8507208010,2018,May
109887,"8519892000 Record Players, Nesoi (no)",March 2018,China,6062,,0,0,0,8519892000,2018,March
110709,8527915000 Radiobroadcast Receiver-tape Recorders (no),October 2018,China,172872,,0,0,0,8527915000,2018,October
111190,"8528722400 Tv Recv,non-hd,col,sing Pt Tub,non-pro, Gt 34.29cm (no)",January 2018,China,223300,,0,0,0,8528722400,2018,January
111193,"8528722400 Tv Recv,non-hd,col,sing Pt Tub,non-pro, Gt 34.29cm (no)",May 2018,China,223300,,0,0,0,8528722400,2018,May
111194,"8528722400 Tv Recv,non-hd,col,sing Pt Tub,non-pro, Gt 34.29cm (no)",June 2018,China,223300,,0,0,0,8528722400,2018,June
111195,"8528722400 Tv Recv,non-hd,col,sing Pt Tub,non-pro, Gt 34.29cm (no)",September 2018,China,253765,,0,0,0,8528722400,2018,September
112312,"8532250055 Fixed Capacitors, Paper/ Plastic, Leadless, Neso, (no)",April 2018,China,3383,,0,0,0,8532250055,2018,April
114173,8540890060 Light-sensing Tubes (no),July 2018,China,31086,,0,0,0,8540890060,2018,July
114175,8540890060 Light-sensing Tubes (no),September 2018,China,29430,,0,0,0,8540890060,2018,September
115677,8607190600 Parts Of Axles For Railwy/tramwy Locos/ Roll Stock (kg),November 2018,China,7752,,0,0,0,8607190600,2018,November
118740,"8905905000 Vessels, Nesoi (no)",February 2018,China,146230,,0,0,0,8905905000,2018,February
118743,"8905905000 Vessels, Nesoi (no)",July 2018,China,309817,,0,0,0,8905905000,2018,July
121433,9025112000 Clinical Thermometers Liquid-filled (no),January 2018,China,29086,,0,0,0,9025112000,2018,January
121434,9025112000 Clinical Thermometers Liquid-filled (no),March 2018,China,37172,,0,0,0,9025112000,2018,March
122985,9032896015 Contrl Inst For Air Cond/refg/heating Complete Sys (no),February 2018,China,4889,,0,0,0,9032896015,2018,February
123238,"9101118030 Strp,bd/brlt, Wrst Wtch,prc Mtl,mech Disp,ov 1 Jwl (no)",March 2018,China,173061,,0,0,0,9101118030,2018,March
123399,"9102111040 Btty, Wrt Wth,bty,mech Disp,no/1jw,bd Txt,gl/sl Pl (no)",February 2018,China,2349,,0,0,0,9102111040,2018,February
123400,"9102111040 Btty, Wrt Wth,bty,mech Disp,no/1jw,bd Txt,gl/sl Pl (no)",March 2018,China,2795,,0,0,0,9102111040,2018,March
123544,"9102115010 Mvt,wrt Wtch,bty,mech Disp,gt 1jwl,bd Txt,gl/sl Pl (no)",July 2018,China,66487,,0,0,0,9102115010,2018,July
123550,"9102115020 Case Wrt Wtch,bty,mech Disp,lt 1jwl,bd Tx,gl/sl Pl (no)",March 2018,China,18792,,0,0,0,9102115020,2018,March
123553,"9102115020 Case Wrt Wtch,bty,mech Disp,lt 1jwl,bd Tx,gl/sl Pl (no)",July 2018,China,22162,,0,0,0,9102115020,2018,July
123556,"9102115030 Strap Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,gl/sl Pl (no)",January 2018,China,2795,,0,0,0,9102115030,2018,January
123557,"9102115030 Strap Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,gl/sl Pl (no)",March 2018,China,9396,,0,0,0,9102115030,2018,March
123559,"9102115030 Strap Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,gl/sl Pl (no)",July 2018,China,16622,,0,0,0,9102115030,2018,July
123562,"9102115030 Strap Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,gl/sl Pl (no)",December 2018,China,5161,,0,0,0,9102115030,2018,December
123563,"9102115040 Bty, Wrt Wtch,bty,mech Disp,gt 1jw,bnd Tx,gl/sl Pl (no)",July 2018,China,5541,,0,0,0,9102115040,2018,July
123564,"9102115040 Bty, Wrt Wtch,bty,mech Disp,gt 1jw,bnd Tx,gl/sl Pl (no)",October 2018,China,11869,,0,0,0,9102115040,2018,October
123573,"9102116510 Mvt For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bse Mt (no)",September 2018,China,13540,,0,0,0,9102116510,2018,September
123578,"9102116520 Case For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",February 2018,China,11654,,0,0,0,9102116520,2018,February
123583,"9102116520 Case For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",July 2018,China,9873,,0,0,0,9102116520,2018,July
123585,"9102116520 Case For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",September 2018,China,17531,,0,0,0,9102116520,2018,September
123590,"9102116530 Strp For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",February 2018,China,9087,,0,0,0,9102116530,2018,February
123592,"9102116530 Strp For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",May 2018,China,15999,,0,0,0,9102116530,2018,May
123594,"9102116530 Strp For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",July 2018,China,7989,,0,0,0,9102116530,2018,July
123596,"9102116530 Strp For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",September 2018,China,10807,,0,0,0,9102116530,2018,September
123599,"9102116530 Strp For Wrt Wtch,bty,mech Disp,gt 1jw,bd Tx,bs Mt (no)",December 2018,China,6038,,0,0,0,9102116530,2018,December
123600,"9102116540 Bty For Wrt Wtch,bty,mech Disp,gt 1jw,bnd Tx,bs Mt (no)",May 2018,China,8000,,0,0,0,9102116540,2018,May
123602,"9102116540 Bty For Wrt Wtch,bty,mech Disp,gt 1jw,bnd Tx,bs Mt (no)",August 2018,China,4598,,0,0,0,9102116540,2018,August
123603,"9102116540 Bty For Wrt Wtch,bty,mech Disp,gt 1jw,bnd Tx,bs Mt (no)",September 2018,China,2527,,0,0,0,9102116540,2018,September
123604,"9102116540 Bty For Wrt Wtch,bty,mech Disp,gt 1jw,bnd Tx,bs Mt (no)",October 2018,China,2492,,0,0,0,9102116540,2018,October
123821,"9102198020 Cases For Wrst Watches,bty,oth Disp,gt 1 Jwl,nesoi (no)",January 2018,China,2592,,0,0,0,9102198020,2018,January
123976,"9102291010 Mvt, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",September 2018,China,36604,,0,0,0,9102291010,2018,September
123981,"9102291020 Cse, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",March 2018,China,64342,,0,0,0,9102291020,2018,March
123982,"9102291020 Cse, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",April 2018,China,38730,,0,0,0,9102291020,2018,April
123985,"9102291020 Cse, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",September 2018,China,10458,,0,0,0,9102291020,2018,September
123989,"9102291030 Bnd, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",March 2018,China,35638,,0,0,0,9102291030,2018,March
123990,"9102291030 Bnd, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",April 2018,China,20673,,0,0,0,9102291030,2018,April
123991,"9102291030 Bnd, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",May 2018,China,28657,,0,0,0,9102291030,2018,May
123992,"9102291030 Bnd, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",September 2018,China,5331,,0,0,0,9102291030,2018,September
123993,"9102291030 Bnd, Wrt Wtch,nt Bty,bs Mt,w/o Auto Wd, No Jws/1jw (no)",October 2018,China,10044,,0,0,0,9102291030,2018,October
124012,"9102294510 Mvt For Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15 Ea (no)",January 2018,China,47445,,0,0,0,9102294510,2018,January
124017,"9102294510 Mvt For Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15 Ea (no)",August 2018,China,36092,,0,0,0,9102294510,2018,August
124022,"9102294520 Cse For Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15 Ea (no)",January 2018,China,8668,,0,0,0,9102294520,2018,January
124024,"9102294520 Cse For Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15 Ea (no)",August 2018,China,7220,,0,0,0,9102294520,2018,August
124029,"9102294530 Bnd For Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15 Ea (no)",January 2018,China,6546,,0,0,0,9102294530,2018,January
124031,"9102294530 Bnd For Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15 Ea (no)",August 2018,China,5458,,0,0,0,9102294530,2018,August
124036,"9102295010 Mvt, Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",January 2018,China,66139,,0,0,0,9102295010,2018,January
124046,"9102295020 Cse, Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",January 2018,China,12476,,0,0,0,9102295020,2018,January
124049,"9102295020 Cse, Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",August 2018,China,10488,,0,0,0,9102295020,2018,August
124052,"9102295020 Cse, Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",December 2018,China,6639,,0,0,0,9102295020,2018,December
124053,"9102295030 Band Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",January 2018,China,8588,,0,0,0,9102295030,2018,January
124055,"9102295030 Band Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",August 2018,China,7212,,0,0,0,9102295030,2018,August
124058,"9102295030 Band Wrt Wtch,nt Bty,bs Mt,ov7,n/o17jw,ov$15,nesoi (no)",December 2018,China,4567,,0,0,0,9102295030,2018,December
124239,"9103108060 Bty For Clks, Exc Trvl Clks, Battry Powered, Nesoi (no)",May 2018,China,35910,,0,0,0,9103108060,2018,May
124243,"9103900030 Mvts For Clks,exc Trvl Clks,exc Clks Of 9104,nesoi (no)",October 2018,China,58752,,0,0,0,9103900030,2018,October
124333,"9105118020 Movements For Travel Alarm Clocks, Nesoi (no)",April 2018,China,8220,,0,0,0,9105118020,2018,April
124354,"9105118040 Batteries For Travel Alarm Clocks, Battery, Nesoi (no)",February 2018,China,2040,,0,0,0,9105118040,2018,February
124355,"9105118040 Batteries For Travel Alarm Clocks, Battery, Nesoi (no)",April 2018,China,3000,,0,0,0,9105118040,2018,April
124357,"9105118040 Batteries For Travel Alarm Clocks, Battery, Nesoi (no)",August 2018,China,3000,,0,0,0,9105118040,2018,August
124358,"9105118040 Batteries For Travel Alarm Clocks, Battery, Nesoi (no)",November 2018,China,2040,,0,0,0,9105118040,2018,November
124610,"9105918050 Batteries For Other Clocks, Battery Powered, Nesoi (no)",August 2018,China,2397,,0,0,0,9105918050,2018,August
126017,"9306900050 Bombs, Grenades, Torpedos, & Siml Munitions Of War (x)",July 2018,China,44541,,0,0,0,9306900050,2018,July
126354,9401698001 Children's Activity Centers W/ Wooden Frames Nesoi (no),April 2018,China,24394,,0,0,0,9401698001,2018,April
126356,9401698001 Children's Activity Centers W/ Wooden Frames Nesoi (no),June 2018,China,24394,,0,0,0,9401698001,2018,June
126361,9401698001 Children's Activity Centers W/ Wooden Frames Nesoi (no),December 2018,China,48788,,0,0,0,9401698001,2018,December
127938,"9404299085 Mattresses For Use In A Crib Or Toddler Bed, Nesoi (no)",November 2018,China,42547,,0,0,0,9404299085,2018,November
130848,"9613808000 Other Lighters,val Over $5 Per Doz  Pieces (doz)",March 2018,China,2167,,0,0,0,9613808000,2018,March
131705,"9801001037 Us Goods Headgs 8419.31,8424.81,8424.90,etc Return (x)",January 2018,China,620715,,0,0,0,9801001037,2018,January
131838,"9801001074 Us Goods In Chapter 87, Nesoi, Returning After Exp (no)",February 2018,China,2479,,0,0,0,9801001074,2018,February
